,author_average_rating,author_gender,author_name,author_rating_count,book_average_rating,book_title,genre_1,num_ratings,pages,publish_date,score
2554,4.11,female,"Sherryl Jordan
",10074,4.31,"
      Winter of Fire
",Fantasy,2062,321,1992,1296
2555,3.67,female,"Franny Billingsley
",16382,3.93,"
      The Folk Keeper
",Fantasy,2796,176,1999,1319
2571,3.82,female,"Caroline Stevermer
",44044,3.71,"
      A College of Magics
",Fantasy,5274,480,1994,3259
2623,4.06,male,"Trevanian
",31165,4.22,"
      Shibumi
",Thriller,11535,480,1979,1831
2647,3.77,male,"George A. Romero
",2934,3.89,"
      Dawn of the Dead
",Horror,1211,236,1978,4339
2669,4.13,male,"James A. Michener
",275700,4.2,"
      Hawaii
",Historical,66274,1136,1959,4282
2670,4.32,male,"J.R.R. Tolkien
",7178020,4.26,"
      The Hobbit
",Fantasy,2471588,366,1937,28145
2673,3.59,male,"Joan W. Blos
",7340,3.57,"
      A Gathering of Days: A New England Girl's Journal, 1830-32
",Historical,6668,144,1979,1607
2930,3.31,male,"Dhan Gopal Mukerji
",1940,3.29,"
      Gay-Neck: The Story of a Pigeon
",Historical,1848,192,1927,566
2932,3.47,male,"Joseph Krumgold
",6446,3.43,"
      Onion John
",Young,3321,248,1959,820
2941,3.73,male,"Elizabeth Foreman Lewis
",3788,3.73,"
      Young Fu of the Upper Yangtze
",Historical,3774,302,1932,1368
2942,3.62,female,"Emily Cheney Neville
",5799,3.61,"
      It's Like This, Cat
",Young,5722,176,1963,1547
2943,3.55,female,"Maia Wojciechowska
",4507,3.54,"
      Shadow of a Bull
",Historical,4280,160,1964,1559
2944,3.95,female,"Kate Seredy
",10021,3.62,"
      The White Stag
",Historical,3006,96,1937,1568
2948,4.05,male,"George Orwell
",5117329,3.91,"
      Animal Farm
",Classics,2280514,122,1945,3336
2950,4.01,male,"Ray Bradbury
",1965316,3.98,"
      Fahrenheit 451
",Classics,1359790,175,1953,3349
2955,3.76,female,"Elizabeth Gray Vining
",8140,3.76,"
      Adam of the Road
",Historical,7855,320,1942,1866
2956,3.76,male,"Eric P. Kelly
",6479,3.76,"
      The Trumpeter of Krakow
",Historical,6459,208,1928,2285
2958,3.66,female,"Paula Fox
",17284,3.68,"
      The Slave Dancer
",Historical,9241,176,1973,2769
2959,4.13,female,"Frances Hodgson Burnett
",1065534,4.13,"
      The Secret Garden
",Classics,775229,331,1911,3803
2960,3.91,male,"Harold Keith
",8998,3.91,"
      Rifles for Watie
",Historical,8930,352,1957,2875
2963,4.06,female,"Cynthia Rylant
",108393,3.79,"
      Missing May Scholastic Gold
",Realistic,11338,89,1992,2932
2971,3.6,male,"Edward Bloor
",31564,3.61,"
      Tangerine
",Realistic,26202,312,1997,4266
2975,3.85,female,"Rachel Field
",12469,3.85,"
      Hitty, Her First Hundred Years
",Historical,6944,256,1929,3637
2980,3.98,male,"Hugh Lofting
",61560,3.99,"
      The Voyages of Doctor Dolittle
",Fantasy,14319,400,1922,3968
2983,3.69,female,"Irene Hunt
",20621,4.01,"
      Up a Road Slowly
",Uncategorized,5646,197,1966,4206
2985,3.78,female,"Marguerite de Angeli
",16120,3.74,"
      The Door in the Wall
",Historical,13221,120,1949,4942
2987,3.93,male,"Rodman Philbrick
",63417,4.0,"
      Freak the Mighty
",Realistic,40035,169,1993,4890
2988,4.11,female,"Jean Lee Latham
",14057,4.12,"
      Carry On, Mr. Bowditch
",Historical,13716,251,1955,5110
2989,3.96,male,"William H. Armstrong
",26674,3.96,"
      Sounder
",Historical,26189,128,1969,6015
2992,4.04,female,"Susan Cooper
",204385,4.19,"
      The Grey King
",Fantasy,32629,165,1975,6902
2997,4.02,female,"Madeleine L'Engle
",1235503,4.38,"
      The Time Trilogy
",Fantasy,6272,710,1963,6422
3000,4.06,male,"Lloyd Alexander
",341820,4.24,"
      The High King
",Fantasy,48369,253,1968,9385
3005,3.92,female,"Gail Carson Levine
",600828,3.98,"
      Ella Enchanted
",Fantasy,363772,232,1997,7383
3008,4.14,male,"C.S. Lewis
",5028888,4.25,"
      The Chronicles of Narnia
",Fantasy,444746,767,1956,7471
3009,4.04,male,"Richard  Adams
",361729,4.07,"
      Watership Down
",Classics,335319,478,1972,8076
3014,3.92,female,"Jean Craighead George
",146931,3.8,"
      Julie of the Wolves
",Uncategorized,50730,176,1972,11343
3016,3.71,female,"Karen Cushman
",84506,3.72,"
      The Midwife's Apprentice
",Historical,36047,128,1995,11511
3018,4.04,female,"Louisa May Alcott
",1670618,4.05,"
      Little Women
",Classics,1454625,449,1868,9085
3020,3.64,female,"Esther Forbes
",36882,3.63,"
      Johnny Tremain
",Historical,36293,322,1943,12460
3023,4.03,female,"E.L. Konigsburg
",225381,3.75,"
      The View from Saturday
",Uncategorized,41214,176,1996,12743
3024,3.76,male,"Karen Hesse
",98470,3.74,"
      Out of the Dust
",Historical,62782,256,1997,14020
3025,3.96,male,"Lemony Snicket
",1763227,3.92,"
      The Bad Beginning
",Young,337279,176,1999,10418
3026,3.86,male,"Natalie Babbitt
",208837,3.87,"
      Tuck Everlasting
",Fantasy,199810,139,1975,10441
3028,3.94,male,"Christopher Paul Curtis
",172100,3.91,"
      Bud, Not Buddy
",Historical,86788,243,1999,15649
3031,3.85,female,"Mildred D. Taylor
",123187,3.81,"
      Roll of Thunder, Hear My Cry
",Historical,104338,288,1976,21768
3032,4.25,male,"William Goldman
",729042,4.26,"
      The Princess Bride
",Fantasy,695697,398,1973,11844
3035,3.95,male,"Sharon Creech
",275294,3.96,"
      Walk Two Moons
",Uncategorized,139792,280,1994,31276
3036,4.06,male,"Wilson Rawls
",316204,4.06,"
      Where the Red Fern Grows
",Classics,304280,272,1961,12848
3038,4.02,female,"Ellen Raskin
",144625,4.03,"
      The Westing Game
",Thriller,140365,182,1978,37613
3040,4.45,female,"J.K. Rowling
",21103858,4.55,"
      Harry Potter and the Prisoner of Azkaban
",Fantasy,2275315,435,1999,16775
3043,4.06,female,"S.E. Hinton
",849342,4.08,"
      The Outsiders
",Classics,784538,192,1967,31926
3050,4.0,female,"Barbara Kingsolver
",1187197,3.98,"
      Pigs in Heaven
",Contemporary,50352,343,1993,1516
3051,3.98,male,"Billie Letts
",255456,4.01,"
      Where the Heart Is
",Romance,220354,376,1995,1521
3054,3.84,female,"Joanne Harris
",225794,3.95,"
      Chocolat
",Romance,100464,306,1999,1536
3055,3.72,female,"Jane Smiley
",125014,3.8,"
      A Thousand Acres
",Uncategorized,53346,371,1991,1563
3059,3.82,female,"Ana Castillo
",7509,3.88,"
      So Far from God
",Fantasy,3054,256,1993,1686
3061,4.14,female,"Juliet Marillier
",245831,4.28,"
      Daughter of the Forest
",Fantasy,48213,554,1999,1699
3064,3.59,male,"D.H. Lawrence
",206456,3.5,"
      Lady Chatterley's Lover
",Classics,87023,376,1928,1807
3070,3.82,male,"Charles Frazier
",233802,3.85,"
      Cold Mountain
",Historical,204650,356,1997,2197
3072,3.91,male,"Richard Yates
",100682,3.9,"
      Revolutionary Road
",Classics,70908,355,1961,2373
3073,4.11,female,"Jane Austen
",5183376,4.25,"
      Pride and Prejudice
",Classics,2504334,279,1813,2408
3074,3.88,female,"Toni Morrison
",658089,3.78,"
      Paradise
",Classics,20438,318,1997,2511
3075,4.07,male,"Dorothy Allison
",53755,4.1,"
      Bastard Out of Carolina
",Classics,35393,320,1992,2678
3081,3.71,female,"Kate Chopin
",198794,4.09,"
      The Story of an Hour
",Short Stories,16556,32,1894,3234
3083,4.01,female,"Elizabeth Gaskell
",244252,4.13,"
      North and South
",Classics,125987,521,1855,3524
3086,3.9,female,"Amy Tan
",857187,4.0,"
      The Kitchen God's Wife
",Historical,67104,416,1991,3878
3089,3.95,female,"Angela Carter
",81414,4.0,"
      The Bloody Chamber and Other Stories
",Short Stories,31566,128,1979,4609
3093,3.65,female,"Doris Lessing
",147064,3.76,"
      The Golden Notebook
",Classics,17164,640,1962,5170
3096,3.82,female,"Virginia Woolf
",733281,3.77,"
      To the Lighthouse
",Classics,108709,209,1927,6902
3098,3.64,female,"Jean Rhys
",66801,3.58,"
      Wide Sargasso Sea
",Classics,52713,160,1966,7282
3101,4.09,female,"Anita Diamant
",576767,4.17,"
      The Red Tent
",Historical,474503,336,1997,15827
3103,3.92,female,"Zora Neale Hurston
",256461,3.89,"
      Their Eyes Were Watching God
",Classics,223612,219,1937,20610
3104,4.03,female,"Sylvia Plath
",624843,3.99,"
      The Bell Jar
",Classics,500726,294,1963,41180
3159,4.01,male,"Terry Goodkind
",908805,4.11,"
      Stone of Tears
",Fantasy,95980,979,1995,2478
3163,4.03,male,"Stephen King
",12131165,3.9,"
      Needful Things
",Horror,179719,790,1991,2541
3168,4.21,female,"Anna Lee Waldo
",15586,4.24,"
      Sacajawea
",Historical,14635,1424,1978,2624
3171,3.84,male,"Thomas Hardy
",541298,3.79,"
      Tess of the D'Urbervilles
",Classics,214998,518,1891,2683
3172,4.18,male,"Robert Jordan
",2003189,4.12,"
      Lord of Chaos
",Fantasy,109510,1011,1994,2790
3176,3.85,male,"Thomas Pynchon
",189399,4.03,"
      Gravity's Rainbow
",Classics,31306,776,1973,2954
3183,4.28,male,"Herman Wouk
",118595,4.37,"
      The Winds of War
",Historical,47490,896,1971,3009
3188,4.27,male,"Diana Gabaldon
",2019475,4.39,"
      Voyager
",Historical,219754,870,1993,3148
3192,4.18,male,"Fyodor Dostoyevsky
",1218238,4.19,"
      The Idiot
",Classics,105782,667,1869,3449
3194,3.94,male,"Thomas Mann
",131676,4.08,"
      Doktor Faustus
",Classics,8583,672,1947,1016
3197,4.03,male,"T.H. White
",130634,4.08,"
      The Once and Future King
",Fantasy,87707,639,1958,3727
3206,3.9,female,"Anne Michaels
",15743,3.94,"
      Fugitive Pieces
",Historical,12562,304,1996,1352
3207,4.16,male,"Alexandre Dumas
",1093131,4.07,"
      The Three Musketeers
",Classics,244052,625,1844,4120
3211,4.22,male,"Marcel Proust
",89870,4.34,"
      In Search of Lost Time
",Classics,8679,4211,1927,4461
3212,3.88,male,"Charles Dickens
",2786492,3.98,"
      David Copperfield
",Classics,179642,882,1849,4719
3216,4.17,female,"Colleen McCullough
",379174,4.23,"
      The Thorn Birds
",Historical,289848,692,1977,5386
3235,4.42,male,"Alex Haley
",144335,4.43,"
      Roots: The Saga of an American Family
",Historical,133080,729,1976,6769
3236,3.83,female,"George Eliot
",307649,3.95,"
      Middlemarch
",Classics,122020,904,1871,6870
3238,3.66,female,"Bette Greene
",18508,3.67,"
      Summer of My German Soldier
",Historical,15032,203,1973,2081
3240,3.92,male,"John Steinbeck
",3248777,4.36,"
      East of Eden
",Classics,372863,601,1952,7745
3241,3.91,female,"Han Nolan
",13422,4.05,"
      If I Should Die Before I Wake
",Historical,4078,293,1994,2525
3242,3.75,female,"Ayn Rand
",788037,3.86,"
      The Fountainhead
",Classics,274544,704,1943,8529
3243,3.85,female,"Johanna Reiss
",10515,3.86,"
      The Upstairs Room
",Historical,10128,208,1972,2544
3248,4.16,male,"Hans Fallada
",26531,4.23,"
      Every Man Dies Alone
",Historical,19287,543,1947,2682
3249,3.77,male,"William Makepeace Thackeray
",114061,3.78,"
      Vanity Fair
",Classics,107493,912,1848,8840
3252,4.01,male,"Ursula Hegi
",100774,4.08,"
      Stones from the River
",Historical,87420,525,1994,2906
3253,4.12,female,"Judith Kerr
",31812,3.94,"
      When Hitler Stole Pink Rabbit
",Historical,10437,191,1971,2914
3255,3.74,male,"James Joyce
",364783,3.74,"
      Ulysses
",Classics,97168,783,1922,10845
3257,4.04,male,"Leo Tolstoy
",1001603,4.03,"
      Anna Karenina
",Classics,541104,964,1877,12349
3262,4.14,male,"David Foster Wallace
",256180,4.3,"
      Infinite Jest
",Classics,64648,1088,1996,14496
3266,3.53,male,"Herman Melville
",534824,3.48,"
      Moby-Dick, or, the Whale
",Classics,436399,720,1851,15122
3269,4.29,female,"Margaret Mitchell
",995290,4.29,"
      Gone with the Wind
",Classics,979832,1037,1936,23160
3274,4.12,male,"William Styron
",114383,4.19,"
      Sophie's Choice
",Classics,76294,562,1979,8730
3277,3.72,male,"Bernhard Schlink
",164633,3.74,"
      The Reader
",Historical,154079,216,1995,10939
3546,4.16,female,"M.M. Kaye
",63292,4.21,"
      The Far Pavilions
",Historical,37436,958,1978,1718
3548,4.14,male,"Rabindranath Tagore
",49147,3.82,"
      The Home and the World
",Classics,3421,213,1916,1771
3552,3.86,male,"J.G. Farrell
",10240,3.9,"
      The Siege of Krishnapur
",Historical,5546,344,1973,2039
3556,4.03,male,"Hermann Hesse
",786103,4.01,"
      Siddhartha
",Classics,485463,152,1922,2347
3559,3.82,female,"Chitra Banerjee Divakaruni
",85711,3.48,"
      The Mistress of Spices
",Fantasy,11507,338,1997,2652
3562,3.7,male,"V.S. Naipaul
",58773,3.82,"
      A House for Mr Biswas
",Classics,16411,623,1961,3280
3731,3.68,male,"Gustave Flaubert
",252549,3.66,"
      Madame Bovary
",Classics,213227,329,1856,6610
3732,4.06,male,"Kurt Vonnegut
",2203624,4.08,"
      Breakfast of Champions
",Classics,201707,303,1973,6621
3735,4.11,male,"Daniel Keyes
",422903,4.1,"
      Flowers for Algernon
",Classics,400909,311,1966,7369
3736,3.83,male,"Ernest Hemingway
",1797836,3.82,"
      The Sun Also Rises
",Classics,331456,189,1926,7399
3737,4.19,male,"Ken Kesey
",575470,4.19,"
      One Flew Over the Cuckoo's Nest
",Classics,549426,325,1962,7821
3740,4.04,male,"Erich Maria Remarque
",401438,3.95,"
      All Quiet on the Western Front
",Classics,315375,296,1929,9039
3749,3.99,male,"Albert Camus
",876633,3.97,"
      The Stranger
",Classics,570377,123,1942,10851
3750,4.01,male,"Truman Capote
",710602,3.9,"
      Breakfast at Tiffany's
",Classics,188173,142,1958,11822
3754,4.06,male,"Lewis Carroll
",1123782,4.07,"
      Alice's Adventures in Wonderland  Through the Looking-Glass
",Classics,414469,239,1872,12960
3765,3.78,female,"Mary Wollstonecraft Shelley
",1022752,3.77,"
      Frankenstein
",Classics,994657,273,1818,23054
3768,3.66,male,"William Golding
",1887038,3.66,"
      Lord of the Flies
",Classics,1871343,182,1954,28771
3769,3.88,male,"Vladimir Nabokov
",1004440,3.89,"
      Lolita
",Classics,574261,417,1955,34253
3774,3.87,male,"John Dunning
",18466,3.94,"
      Booked To Die
",Thriller,6220,394,1992,3726
3776,3.8,male,"Michael Ondaatje
",201716,3.88,"
      The English Patient
",Historical,101577,320,1992,3881
3777,3.99,male,"Aldous Huxley
",1473363,3.98,"
      Brave New World
",Classics,1228097,288,1932,3969
3780,4.2,male,"Norton Juster
",223221,4.21,"
      The Phantom Tollbooth
",Fantasy,211181,256,1961,5512
3782,4.04,male,"Italo Calvino
",234964,4.07,"
      If on a Winter's Night a Traveler
",Classics,62870,260,1979,6311
3784,3.99,male,"John Irving
",875895,4.08,"
      The World According to Garp
",Classics,189912,610,1978,6940
3787,4.02,female,"Dodie Smith
",108606,4.0,"
      I Capture the Castle
",Classics,73456,343,1948,7718
3794,3.83,male,"J.D. Salinger
",2736920,3.8,"
      The Catcher in the Rye
",Classics,2377206,277,1951,13275
3795,4.21,male,"Michael Ende
",197944,4.18,"
      The Neverending Story
",Fantasy,138262,396,1979,17119
3796,4.25,female,"Betty  Smith
",347431,4.25,"
      A Tree Grows in Brooklyn
",Classics,338442,496,1943,17337
3805,3.98,male,"Bram Stoker
",842932,3.99,"
      Dracula
",Classics,790926,488,1897,10902
3819,4.1,male,"Arthur Golden
",1545091,4.1,"
      Memoirs of a Geisha
",Historical,1544522,434,1997,5014
3820,4.16,female,"Judith McNaught
",268427,4.32,"
      Paradise
",Romance,27834,709,1991,5135
3918,3.96,male,"Joseph Heller
",668328,3.98,"
      Catch-22
",Classics,647656,453,1961,2215
3932,3.93,female,"Donna Tartt
",832587,4.09,"
      The Secret History
",Thriller,231413,559,1992,3431
3947,4.13,female,"Daphne du Maurier
",496583,4.22,"
      Rebecca
",Classics,376117,449,1938,7688
3952,3.89,male,"F. Scott Fitzgerald
",3527472,3.91,"
      The Great Gatsby
",Classics,3203286,180,1925,19842
3975,3.88,female,"Annie Proulx
",218879,3.93,"
      Brokeback Mountain
",Short Stories,25521,55,1997,9166
4010,4.0,male,"Janet Evanovich
",3158510,4.03,"
      One for the Money
",Thriller,442767,320,1994,10769
4012,3.52,male,"Gregory Maguire
",836910,3.52,"
      Wicked: The Life and Times of the Wicked Witch of the West
",Fantasy,541886,406,1995,13036
4062,3.82,male,"Andre Dubus III
",134279,3.84,"
      House of Sand and Fog
",Contemporary,113678,365,1999,3001
4066,3.77,male,"Jonathan Lethem
",161167,3.91,"
      Motherless Brooklyn
",Thriller,27297,311,1999,2855
4076,3.57,male,"Robert James Waller
",78160,3.59,"
      The Bridges of Madison County
",Romance,70435,224,1992,3457
4077,3.4,male,"Stephen Crane
",136170,3.22,"
      The Red Badge of Courage
",Classics,81033,170,1895,3547
4079,3.95,male,"Tim LaHaye
",545147,3.82,"
      Left Behind
",Religious,183540,342,1995,4071
4081,3.5,male,"Joseph Conrad
",502087,3.42,"
      Heart of Darkness
",Classics,353742,188,1899,5828
4083,4.05,male,"Thomas   Harris
",747000,3.75,"
      Hannibal
",Horror,72024,564,1999,4778
4087,3.89,male,"John Grisham
",4151012,3.99,"
      The Client
",Thriller,354084,483,1993,2954
4089,3.69,female,"Joyce Carol Oates
",342174,3.71,"
      We Were the Mulvaneys
",Contemporary,85988,454,1996,3088
4091,3.96,male,"Pat Barker
",66248,4.03,"
      Regeneration
",Historical,22422,256,1991,3151
4092,3.71,male,"Helen Fielding
",996737,3.56,"
      Bridget Jones: The Edge of Reason
",Romance,90485,352,1999,3193
4098,3.81,male,"Philip Roth
",343967,3.92,"
      American Pastoral
",Classics,53164,432,1997,5294
4102,4.05,male,"Garth Nix
",700203,4.17,"
      Sabriel
",Fantasy,160264,491,1995,6882
4103,3.92,male,"Irvine Welsh
",242429,4.09,"
      Trainspotting
",Contemporary,122715,430,1993,7989
4106,3.95,male,"Haruki Murakami
",1877022,4.17,"
      The Wind-Up Bird Chronicle
",Fantasy,183365,607,1994,11196
4107,3.79,male,"David Guterson
",171238,3.83,"
      Snow Falling on Cedars
",Historical,153792,460,1994,11446
4110,3.83,male,"Chuck Palahniuk
",1326221,4.2,"
      Fight Club
",Contemporary,428937,218,1996,18957
4111,3.92,female,"Linda Howard
",402931,4.09,"
      After the Night
",Romance,20631,352,1995,1967
4144,4.19,female,"Robin Hobb
",1027428,4.15,"
      Assassin's Apprentice
",Fantasy,193208,460,1995,1508
4244,3.98,female,"Pearl S. Buck
",269475,3.98,"
      The Good Earth
",Classics,206986,418,1931,3196
4245,4.04,male,"Aleksandr Solzhenitsyn
",130580,3.95,"
      One Day in the Life of Ivan Denisovich
",Classics,80538,182,1962,3668
4248,3.66,male,"Chinua Achebe
",269744,3.64,"
      Things Fall Apart
",Classics,244774,209,1958,4412
4249,3.57,male,"John Knowles
",177024,3.57,"
      A Separate Peace
",Classics,175288,208,1959,4532
4252,4.0,male,"Anthony Burgess
",580394,3.99,"
      A Clockwork Orange
",Classics,518914,212,1962,5918
4255,4.07,male,"Fred Gipson
",79393,4.07,"
      Old Yeller
",Classics,77625,132,1956,8558
4267,3.99,female,"Agatha Christie
",3124065,4.25,"
      And Then There Were None
",Thriller,603042,264,1939,4050
4269,3.86,male,"Mark Twain
",2161500,3.81,"
      The Adventures of Huckleberry Finn
",Classics,1068217,327,1884,5363
4274,4.12,female,"Starhawk
",21255,4.25,"
      The Fifth Sacred Thing
",Fantasy,5137,486,1993,1688
4471,4.06,male,"Elizabeth Chandler
",93099,4.08,"
      Kissed by an Angel/The Power of Love/Soulmates
",Romance,24735,690,1995,6979
4514,3.78,female,"Jean Hegland
",10192,3.79,"
      Into the Forest
",Adventure,9585,243,1996,3529
4572,3.96,female,"Anna Sewell
",220898,3.95,"
      Black Beauty
",Classics,211798,245,1877,4379
4576,3.86,male,"Harriet Beecher Stowe
",181610,3.85,"
      Uncle Tom's Cabin
",Classics,174537,438,1852,4567
4583,4.17,male,"Lloyd C. Douglas
",25495,4.21,"
      The Robe
",Historical,21682,528,1942,5838
4585,4.16,male,"Charles M. Sheldon
",22002,4.16,"
      In His Steps
",Religious,21673,96,1896,6313
4588,4.39,female,"Francine Rivers
",569464,4.56,"
      A Voice in the Wind
",Religious,66209,520,1993,6564
4601,4.3,female,"Hannah Hurnard
",42842,4.3,"
      Hinds' Feet on High Places
",Religious,40843,317,1955,11356
4616,4.0,male,"John Bunyan
",97830,3.99,"
      The Pilgrim's Progress
",Classics,90316,324,1678,30421
4617,3.84,male,"Robert Louis Stevenson
",942971,3.83,"
      Treasure Island
",Classics,348350,311,1882,7552
4620,4.05,female,"P.L. Travers
",128406,4.04,"
      Mary Poppins
",Classics,99193,209,1934,8759
4629,4.18,male,"Jacob Grimm
",266851,4.31,"
      The Complete Grimm's Fairy Tales
",Classics,133806,880,1812,24212
4632,3.9,male,"Chester Himes
",12712,3.9,"
      A Rage in Harlem
",Thriller,3933,160,1957,601
4633,4.06,male,"Raymond Chandler
",239270,4.01,"
      The Big Sleep
",Thriller,103946,231,1939,613
4637,3.98,female,"Kathleen Winsor
",16051,3.99,"
      Forever Amber
",Historical,15598,972,1944,1793
4670,3.74,male,"Thornton Wilder
",77528,3.8,"
      The Bridge of San Luis Rey
",Classics,26872,160,1927,1838
4671,4.41,female,"Dorothy Dunnett
",43251,4.46,"
      Queens' Play
",Historical,3648,432,1964,1863
4672,4.06,female,"Mary Renault
",36512,4.01,"
      The King Must Die
",Historical,6094,352,1958,1944
4675,3.83,male,"Henryk Sienkiewicz
",49434,4.15,"
      Quo Vadis
",Classics,22989,589,1894,2324
4676,3.94,male,"John Fowles
",143419,3.86,"
      The French Lieutenant's Woman
",Classics,42716,470,1969,2621
4677,3.83,male,"Iain Pears
",45465,3.94,"
      An Instance of the Fingerpost
",Historical,20085,691,1997,2647
4678,4.13,male,"Robert Graves
",131789,4.22,"
      Claudius the God and His Wife Messalina
",Historical,10914,533,1934,2843
4679,4.05,female,"Ellis Peters
",144139,3.99,"
      A Morbid Taste for Bones
",Thriller,28192,197,1977,2928
4681,3.69,male,"Robert    Carter
",833,3.86,"
      Armada
",Historical,64,480,1996,3044
4682,4.02,male,"Charles Bernard Nordhoff
",16224,4.01,"
      Mutiny on the Bounty
",Classics,14245,400,1932,3158
4683,3.77,male,"E.L. Doctorow
",93615,3.88,"
      Ragtime
",Historical,33905,320,1975,3331
4684,4.04,female,"Laurie R. King
",299517,4.07,"
      The Beekeeper's Apprentice
",Thriller,61343,341,1994,3484
4685,4.09,male,"Irving Stone
",112364,4.07,"
      The Agony and the Ecstasy
",Historical,71856,776,1958,4048
4688,3.74,male,"Walter Scott
",108548,3.75,"
      Ivanhoe
",Classics,77753,544,1819,6580
4689,4.31,male,"Patrick O'Brian
",239422,4.11,"
      Master and Commander
",Historical,39970,411,1969,7212
4690,4.05,female,"Anya Seton
",48574,4.18,"
      Katherine
",Historical,26582,500,1954,7333
4692,4.31,male,"Michael Shaara
",72338,4.31,"
      The Killer Angels
",Historical,68888,345,1974,8644
4693,3.7,male,"James Fenimore Cooper
",105298,3.7,"
      The Last of the Mohicans
",Classics,79661,410,1826,12286
4805,3.95,female,"Ellen Emerson White
",23330,4.56,"
      The Road Home
",Historical,468,469,1995,585
4829,4.32,male,"Jorge Luis Borges
",200808,4.59,"
      Collected Fictions
",Short Stories,18317,565,1975,9938
4856,3.86,male,"Eric Ambler
",19007,3.93,"
      A Coffin for Dimitrios
",Thriller,6415,304,1939,705
4860,4.06,female,"Dorothy L. Sayers
",283605,4.24,"
      Gaudy Night
",Thriller,20394,501,1935,822
4864,3.92,male,"James M. Cain
",58676,3.8,"
      The Postman Always Rings Twice
",Classics,26729,116,1934,985
4865,4.04,male,"Tony Hillerman
",153581,4.01,"
      Dance Hall of the Dead
",Thriller,9600,255,1973,1018
4866,3.89,male,"Graham Greene
",250089,3.97,"
      The Quiet American
",Classics,39701,180,1955,1035
4872,4.25,male,"Mario Puzo
",366792,4.37,"
      The Godfather
",Classics,291471,448,1969,1560
4874,3.82,female,"Mary Higgins Clark
",648277,4.02,"
      Where Are the Children?
",Thriller,40005,304,1975,1748
4877,4.13,male,"Michael Connelly
",1552448,4.2,"
      The Poet
",Thriller,67545,510,1996,2143
4878,4.17,male,"Edgar Allan Poe
",1135688,3.98,"
      The Gold-Bug and Other Tales
",Classics,1643,121,1843,2193
4880,4.07,male,"Frederick Forsyth
",289317,4.26,"
      The Day of the Jackal
",Thriller,99130,384,1971,2578
4881,4.09,male,"Rex Stout
",129087,4.0,"
      Fer-de-Lance
",Thriller,11247,285,1934,2704
4886,3.74,male,"Ian Fleming
",258355,3.89,"
      From Russia With Love
",Thriller,24685,259,1957,4431
4888,4.0,male,"Douglas Preston
",684189,4.02,"
      Relic
",Horror,82823,480,1995,5757
4889,3.87,female,"Patricia Highsmith
",143396,3.94,"
      The Talented Mr. Ripley
",Thriller,44699,320,1955,6454
4890,3.95,female,"Josephine Tey
",59806,3.94,"
      The Daughter of Time
",Thriller,20283,206,1949,6692
4892,3.92,male,"Wilkie Collins
",222773,3.99,"
      The Woman in White
",Classics,116487,672,1859,9484
4895,3.99,male,"Caleb Carr
",189629,4.06,"
      The Alienist
",Historical,125122,498,1994,10365
4898,4.07,male,"Lee Child
",1670898,4.05,"
      Killing Floor
",Thriller,209735,424,1997,11018
4900,4.0,male,"Jeffery Deaver
",495273,4.19,"
      The Bone Collector
",Thriller,135785,528,1997,12717
4904,3.78,female,"Ann Rinaldi
",59292,3.81,"
      The Fifth of March: A Story of the Boston Massacre
",Historical,3043,352,1993,1888
4905,3.93,male,"Alan Lightman
",38037,4.08,"
      Einstein's Dreams
",Short Stories,27460,144,1992,1986
4929,3.8,female,"Jennifer Crusie
",319644,3.95,"
      Welcome to Temptation
",Romance,30076,416,1996,4256
4980,4.44,male,"Deborah McClatchey
",921,4.27,"
      Bum Magnet
",Romance,59,152,1999,1498
5051,3.93,male,"Ira Levin
",173004,3.74,"
      The Stepford Wives
",Horror,24539,144,1972,4600
5076,4.25,male,"Mikhail Bulgakov
",272172,4.31,"
      The Master and Margarita
",Classics,193267,373,1967,3344
5084,3.72,male,"Jack Kerouac
",517192,3.63,"
      On the Road
",Classics,304908,307,1955,4044
5085,3.86,male,"Ralph Ellison
",145552,3.85,"
      Invisible Man
",Classics,140257,581,1952,4137
5089,4.12,male,"Nikos Kazantzakis
",59333,4.08,"
      Zorba the Greek
",Classics,29463,335,1946,6339
5097,3.62,female,"Tracy Barrett
",7383,3.66,"
      Anna of Byzantium
",Historical,2016,211,1999,1981
5112,3.44,male,"James Lincoln Collier
",17270,3.4,"
      My Brother Sam Is Dead
",Historical,14655,240,1974,3840
5113,3.93,female,"Eva Ibbotson
",112718,3.8,"
      A Song for Summer
",Historical,5829,397,1997,3916
5115,4.0,female,"Kathryn Lasky
",211931,3.92,"
      Elizabeth I: Red Rose of the House of Tudor, England, 1544
",Historical,8660,238,1999,6569
5117,3.99,female,"Eloise Jarvis McGraw
",27672,4.23,"
      Mara, Daughter of the Nile
",Historical,8840,279,1953,6876
5216,4.25,male,"Andrzej Sapkowski
",314856,4.22,"
      Blood of Elves
",Fantasy,44305,320,1994,2183
5241,4.03,male,"Hunter S. Thompson
",438957,4.08,"
      Fear and Loathing in Las Vegas
",Classics,267772,204,1971,5732
5246,3.62,female,"Sarah Shankman
",1709,3.55,"
      I Still Miss My Man But My Aim Is Getting Better
",Thriller,144,288,1996,7138
5264,3.77,female,"Minette Walters
",62744,3.86,"
      The Ice House
",Thriller,7451,240,1992,3061
5266,4.05,female,"Elizabeth Peters
",288641,4.02,"
      Crocodile on the Sandbank
",Thriller,53855,337,1975,3104
