,author_average_rating,author_gender,author_name,book_average_rating,book_title,genre_1,pages,publish_date,score
4756,4.01,male,"Stephanie Garber
",3.95,"
      Caraval
",Fantasy,407,2017,18568
4757,4.33,female,"Gail Honeyman
",4.33,"
      Eleanor Oliphant Is Completely Fine
",Uncategorized,327,2017,22068
4758,3.98,female,"Julia Quinn
",4.03,"
      When He Was Wicked
",Romance,368,2004,1611
4759,3.89,male,"Scarlett Edwards
",4.04,"
      Landon
",Romance,551,2015,1687
4760,3.84,female,"V.C. Andrews
",3.82,"
      Petals on the Wind
",Uncategorized,439,1980,2049
4761,4.16,male,"Erica Stevens
",4.06,"
      Captured
",Horror,168,2012,4391
4762,3.79,female,"Jenny Downham
",3.7,"
      You Against Me
",Young,413,2010,5292
4764,3.61,female,"Lauren Baratz-Logsted
",3.37,"
      Crazy Beautiful
",Young,191,2009,1668
4766,3.86,female,"Erin McCarthy
",4.03,"
      Hard and Fast
",Romance,304,2009,1865
4767,3.66,male,"J.J. Hebert
",3.55,"
      Unconventional
",Uncategorized,332,2009,1911
4770,3.68,male,"Daniel Waters
",3.73,"
      Kiss of Life
",Young,416,2009,2132
4771,4.12,male,"Brom
",4.09,"
      The Child Thief
",Fantasy,476,2009,2161
4772,3.77,female,"Laura Whitcomb
",3.07,"
      The Fetch
",Fantasy,380,2009,2584
4773,3.59,female,"Justine Larbalestier
",3.3,"
      Liar
",Young,376,2009,2633
4774,3.61,female,"Katherine Howe
",3.7,"
      The Physick Book of Deliverance Dane
",Historical,371,2009,2645
4775,3.61,female,"Lauren Groff
",3.98,"
      Delicate Edible Birds and Other Stories
",Short Stories,306,2009,2763
4776,3.76,male,"Erick Setiawan
",3.76,"
      Of Bees and Mist
",Uncategorized,404,2009,2940
4777,3.41,female,"Jill Dawson
",3.24,"
      The Great Lover
",Historical,310,2009,2985
4778,3.4,female,"Tonya Hurley
",3.45,"
      Homecoming
",Young,285,2009,3194
4779,3.89,male,"Justina Chen
",3.92,"
      North of Beautiful
",Young,373,2009,3730
4780,3.98,female,"Amy Reed
",3.67,"
      Beautiful
",Young,232,2009,3738
4781,3.71,male,"Chris Cleave
",3.71,"
      Little Bee
",Uncategorized,288,2008,3907
4782,3.61,male,"Jay Lake
",3.24,"
      Green
",Fantasy,368,2009,4479
4783,3.83,female,"Paula Morris
",3.83,"
      Ruined
",Young,304,2009,5080
4784,3.47,male,"Beth Pattillo
",3.35,"
      Jane Austen Ruined My Life
",Uncategorized,270,2009,5205
4786,3.45,female,"Amanda Marrone
",3.7,"
      Devoured
",Young,304,2009,5562
4787,3.54,female,"Amanda Grange
",2.89,"
      Mr. Darcy, Vampyre
",Horror,308,2009,5903
4788,3.73,female,"Malinda Lo
",3.62,"
      Ash
",Fantasy,264,2009,6287
4789,3.75,male,"Ben H. Winters
",3.26,"
      Sense and Sensibility and Sea Monsters
",Uncategorized,340,2009,6829
4790,3.73,male,"Charlotte Featherstone
",3.82,"
      Addicted
",Romance,443,2009,7557
4792,3.91,female,"Jess Michaels
",3.75,"
      Taboo
",Romance,262,2009,8478
4793,3.87,male,"A.S. King
",3.62,"
      The Dust of 100 Dogs
",Young,336,2009,12150
4794,4.01,female,"Jacqueline Kelly
",3.99,"
      The Evolution of Calpurnia Tate
",Historical,344,by,16700
4795,3.98,female,"K.I. Lynn
",4.03,"
      Infraction
",Romance,284,2013,2969
4796,4.2,female,"River Savage
",4.12,"
      Incandescent
",Romance,301,2014,3102
4797,4.08,female,"S.L. Jennings
",3.83,"
      Taint
",Romance,219,2014,3132
4798,3.98,male,"Tessa Bailey
",4.08,"
      Officer off Limits
",Romance,250,2013,3499
4799,4.17,female,"J.  Daniels
",4.03,"
      Where I Belong
",Romance,227,2014,4802
4800,4.05,male,"Victoria Ashley
",3.9,"
      Slade
",Romance,176,2014,5389
4801,4.35,female,"Emma   Scott
",4.54,"
      All In
",Romance,296,2016,444
4805,3.95,female,"Ellen Emerson White
",4.56,"
      The Road Home
",Historical,469,1995,585
4811,4.53,male,"Meša Selimović
",4.54,"
      Der Derwisch und der Tod
",Uncategorized,353,1966,683
4819,4.55,female,"Angie Thomas
",4.55,"
      The Hate U Give
",Young,444,2017,1331
4826,4.4,female,"J.L. Drake
",4.57,"
      Demons
",Horror,372,2018,5700
4829,4.32,male,"Jorge Luis Borges
",4.59,"
      Collected Fictions
",Uncategorized,565,1975,9938
4831,3.97,female,"Cari Quinn
",3.39,"
      No Dress Required
",Romance,61,2011,1174
4832,3.68,male,"Avery Aster
",3.14,"
      Love, Lex
",Young,218,2014,1191
4833,3.46,female,"Rucy Ban
",3.46,"
      All My Life
",Young,155,2013,1200
4834,3.95,female,"Robin Covington
",3.93,"
      A Night of Southern Comfort
",Romance,150,2012,1230
4835,3.62,male,"Nicola Marsh
",3.58,"
      Not the Marrying Kind
",Romance,228,2012,1298
4837,4.1,female,"Amy Vansant
",3.98,"
      The Pirate, the Angel & the Irishman
",Fantasy,314,2014,1387
4839,4.23,male,"Michael James Gallagher
",4.17,"
      Tsunami Connection
",Thriller,261,2013,1448
4842,4.02,female,"Sarah Brocious
",3.87,"
      More Than Scars
",Romance,344,2014,1482
4844,4.13,male,"Su Williams
",4.36,"
      Rock Star
",Young,284,2014,1551
4845,3.64,female,"Stephanie Draven
",3.7,"
      In Bed with the Opposition
",Romance,165,2012,1778
4846,3.95,female,"Annie Seaton
",3.55,"
      Holiday Affair
",Romance,210,2012,1790
4849,4.16,female,"Jillian Dodd
",3.95,"
      That Boy
",Romance,287,2011,2188
4850,3.81,female,"Nancy S.  Thompson
",3.62,"
      The Mistaken
",Thriller,409,2012,2191
4851,3.94,female,"Cindy C. Bennett
",4.03,"
      Heart on a Chain
",Young,322,2010,2879
4855,3.81,female,"Lisa Amowitz
",3.81,"
      Breaking Glass
",Young,268,2013,8476
4856,3.86,male,"Eric Ambler
",3.93,"
      A Coffin for Dimitrios
",Thriller,304,1939,705
4857,4.17,male,"Louise Penny
",4.42,"
      How the Light Gets In
",Thriller,405,2013,709
4858,3.89,male,"Walter Mosley
",3.9,"
      Devil in a Blue Dress
",Thriller,263,1990,671
4859,4.49,female,"Ellie Masters
",4.31,"
      Twist of Fate
",Romance,348,nan,799
4860,4.06,female,"Dorothy L. Sayers
",4.24,"
      Gaudy Night
",Thriller,501,1935,822
4861,3.98,female,"Liane Moriarty
",3.93,"
      The Husband's Secret
",Uncategorized,396,2013,869
4862,4.08,female,"Karin Slaughter
",4.1,"
      Blindsighted
",Thriller,418,2001,872
4863,3.99,female,"Robert Galbraith
",4.04,"
      The Silkworm
",Thriller,455,2014,921
4864,3.92,male,"James M. Cain
",3.8,"
      The Postman Always Rings Twice
",Uncategorized,116,1934,985
4865,4.04,male,"Tony Hillerman
",4.01,"
      Dance Hall of the Dead
",Thriller,255,1973,1018
4866,3.89,male,"Graham Greene
",3.97,"
      The Quiet American
",Uncategorized,180,1955,1035
4867,4.27,male,"David Lee Corley
",4.18,"
      Monsoon Rising
",Thriller,399,2017,1099
4868,3.67,female,"Ruth Ware
",3.68,"
      The Woman in Cabin 10
",Thriller,340,2016,1120
4869,3.93,male,"Jo Nesbø
",3.54,"
      The Bat
",Thriller,369,1997,1145
4870,3.67,female,"Mary Roberts Rinehart
",3.63,"
      The Circular Staircase
",Thriller,208,1908,1315
4871,4.02,male,"Tom Clancy
",4.05,"
      The Hunt for Red October
",Uncategorized,432,1984,1426
4872,4.25,male,"Mario Puzo
",4.37,"
      The Godfather
",Uncategorized,448,1969,1560
4873,4.09,male,"James Lee Burke
",3.97,"
      The Neon Rain
",Thriller,285,1987,1578
4874,3.82,female,"Mary Higgins Clark
",4.02,"
      Where Are the Children?
",Thriller,304,1975,1748
4875,3.99,male,"Harlan Coben
",4.11,"
      Tell No One
",Thriller,370,2001,1867
4876,4.2,male,"Arthur Conan Doyle
",4.1,"
      The Hound of the Baskervilles
",Classics,256,1902,2034
4877,4.13,male,"Michael Connelly
",4.2,"
      The Poet
",Thriller,510,1996,2143
4878,4.17,male,"Edgar Allan Poe
",3.98,"
      The Gold-Bug and Other Tales
",Classics,121,1843,2193
4879,3.85,male,"S.J. Watson
",3.89,"
      Before I Go to Sleep
",Uncategorized,359,2011,2433
4880,4.07,male,"Frederick Forsyth
",4.26,"
      The Day of the Jackal
",Uncategorized,384,1971,2578
4881,4.09,male,"Rex Stout
",4.0,"
      Fer-de-Lance
",Thriller,285,1934,2704
4882,3.92,male,"Martin Cruz Smith
",4.04,"
      Gorky Park
",Thriller,433,1981,2833
4883,3.76,male,"Elmore Leonard
",3.96,"
      Get Shorty
",Uncategorized,384,1990,3351
4884,3.99,male,"Robert Ludlum
",4.0,"
      The Bourne Identity
",Uncategorized,566,1980,3556
4885,3.76,female,"Rosamund Lupton
",3.77,"
      Sister
",Thriller,358,2010,3619
4886,3.74,male,"Ian Fleming
",3.89,"
      From Russia With Love
",Uncategorized,259,1957,4431
4887,3.96,female,"Elizabeth Haynes
",4.1,"
      Into the Darkest Corner
",Thriller,450,2011,5176
4888,4.0,male,"Douglas Preston
",4.02,"
      Relic
",Horror,480,1995,5757
4889,3.87,female,"Patricia Highsmith
",3.94,"
      The Talented Mr. Ripley
",Uncategorized,320,1955,6454
4890,3.95,female,"Josephine Tey
",3.94,"
      The Daughter of Time
",Thriller,206,1949,6692
4891,3.92,female,"Sue Grafton
",3.83,"
      A is for Alibi
",Thriller,308,1982,9186
4892,3.92,male,"Wilkie Collins
",3.99,"
      The Woman in White
",Classics,672,1859,9484
4893,3.97,female,"Elizabeth  George
",4.05,"
      A Great Deliverance
",Thriller,413,1988,9590
4894,3.95,male,"Dashiell Hammett
",3.91,"
      The Maltese Falcon
",Thriller,213,1930,9768
4895,3.99,male,"Caleb Carr
",4.06,"
      The Alienist
",Historical,498,1994,10365
4896,3.88,female,"Patricia Cornwell
",4.02,"
      Postmortem
",Thriller,342,1990,10413
4897,3.98,male,"Scott Turow
",4.1,"
      Presumed Innocent
",Thriller,421,1986,10746
4898,4.07,male,"Lee Child
",4.05,"
      Killing Floor
",Thriller,424,1997,11018
4899,3.92,male,"John le Carré
",4.07,"
      The Spy Who Came In from the Cold
",Uncategorized,224,1963,11666
4900,4.0,male,"Jeffery Deaver
",4.19,"
      The Bone Collector
",Thriller,528,1997,12717
4901,3.87,female,"Tana French
",3.76,"
      In the Woods
",Thriller,429,2007,12825
4902,3.77,male,"Ben Tripp
",3.89,"
      Rise Again
",Horror,371,2010,2250
4903,4.21,male,"Robert Muchamore
",4.28,"
      Class A
",Young,291,2004,1744
4904,3.78,female,"Ann Rinaldi
",3.81,"
      The Fifth of March: A Story of the Boston Massacre
",Historical,352,1993,1888
4905,3.93,male,"Alan Lightman
",4.08,"
      Einstein's Dreams
",Uncategorized,144,1992,1986
4906,3.69,female,"Ellie Potts
",3.48,"
      Blood Witch
",Horror,83,2013,963
4907,3.82,female,"L.S. Murphy
",3.65,"
      Reaper
",Fantasy,212,2012,969
4908,3.75,female,"Angela Kulig
",3.79,"
      Pigments of My Imagination
",Romance,0,2013,1476
4909,3.76,male,"Shelley Workinger
",3.65,"
      Solid
",Young,221,2010,1523
4910,3.66,female,"Michelle Muto
",3.79,"
      The Book of Lost Souls
",Young,288,2011,1563
4911,3.85,female,"Tatiana Vila
",3.89,"
      The Ylem
",Young,413,2011,1575
4912,4.02,female,"Elizabeth Isaacs
",4.21,"
      The Secret of the Keepers: Kailmeyra's Strength
",Fantasy,360,2011,1618
4913,3.68,male,"Claire Chilton
",3.74,"
      Whatever Became of the Squishies?
",Young,264,2010,1654
4914,3.86,female,"Brenda Pandos
",4.07,"
      The Sapphire Talisman
",Young,320,2010,1679
4915,3.56,female,"Jennifer Laurens
",3.48,"
      Falling for Romeo
",Young,197,2007,1735
4917,3.73,female,"Riley Banks
",3.92,"
      Vampire Origins - Project Ichorous
",Fantasy,377,2013,1877
4918,3.95,female,"Keary Taylor
",3.7,"
      Branded
",Horror,374,2010,2014
4919,3.7,male,"Jessie Harrell
",3.73,"
      Destined
",Fantasy,360,2011,2019
4920,3.92,female,"Katie Klein
",3.91,"
      Cross My Heart
",Young,225,2011,2072
4922,3.72,female,"Melissa Luznicky Garrett
",3.92,"
      Turning Point
",Young,370,2011,2108
4924,4.24,male,"Patti Larsen
",3.68,"
      Run
",Young,265,2011,2178
4926,3.75,female,"Megg Jensen
",3.62,"
      Anathema
",Fantasy,206,2011,2306
4927,4.05,female,"Kelly Oram
",4.02,"
      Being Jamie Baker
",Young,353,2010,2433
4928,4.16,female,"Pamela Clare
",4.33,"
      Breaking Point
",Romance,405,2011,4083
4929,3.8,female,"Jennifer Crusie
",3.95,"
      Welcome to Temptation
",Romance,416,1996,4256
4930,4.17,female,"Karen  Prince
",4.17,"
      Switch! The Lost Kingdoms of Karibu
",Fantasy,274,by,2875
4932,4.11,female,"Julie Garwood
",4.26,"
      The Bride
",Romance,352,1989,5084
4935,3.9,male,"E.M. Sky
",3.84,"
      Awaken Me
",Fantasy,211,2011,4736
4936,4.03,male,"Emlyn Chand
",3.7,"
      Farsighted
",Fantasy,260,2011,5765
4937,3.88,female,"Loretta Chase
",4.11,"
      Lord of Scoundrels
",Romance,375,nan,7115
4938,4.35,male,"James Faro
",4.22,"
      The Assiduous Quest of Tobias Hopkins: The Complete Novel
",Thriller,281,2015,874
4939,3.72,female,"Chelsey Philpot
",3.73,"
      Even in Paradise
",Contemporary,360,2014,1705
4940,3.35,male,"Kat Rosenfield
",3.31,"
      Inland
",Young,388,2014,1767
4941,4.1,male,"Samuel Marquis
",4.21,"
      The Slush Pile Brigade
",Thriller,301,2015,898
4942,3.72,male,"David Almond
",3.2,"
      The True Tale of the Monster Billy Dean Telt by Hisself
",Young,272,2011,1799
4943,4.24,male,"Lisa Ladew
",3.74,"
      Edge of the Heat
",Romance,216,2014,1777
4945,3.59,male,"Alicia Dean
",4.24,"
      Without Mercy
",Thriller,257,2014,900
4946,4.08,female,"Stevie Turner
",4.15,"
      For the Sake of a Child
",Thriller,215,2015,925
4948,4.06,female,"B.L. Berry
",4.04,"
      Love Nouveau
",Young,245,2014,1943
4949,3.91,male,"Krysten Lindsay Hager
",4.14,"
      True Colors
",Young,222,2014,1944
4950,4.18,female,"Marie Drake
",4.21,"
      Three Rules
",Uncategorized,293,2013,961
4951,3.87,female,"Claire Legrand
",3.62,"
      Winterspell
",Fantasy,454,2014,2259
4953,3.98,male,"Martina Riemer
",3.69,"
      Glasgow RAIN: Küsse im Regen
",Young,308,2014,2371
4954,3.7,male,"Griffin Hayes
",3.43,"
      Malice
",Horror,300,2011,978
4955,3.61,male,"Tonya Alexandra
",3.75,"
      Nymph
",Young,432,2014,2425
4956,4.17,female,"C.J. Wells
",4.12,"
      Perfect Plans
",Romance,400,2014,988
4957,3.72,male,"Liz Czukas
",3.62,"
      Top Ten Clues You're Clueless
",Young,304,2014,2461
4958,3.98,male,"Elle Cosimano
",3.98,"
      Nearly Gone
",Young,386,2014,2548
4959,3.86,female,"Vanessa Garden
",3.81,"
      Captivate
",Fantasy,294,2014,2630
4961,4.0,female,"Michelle Browne
",4.35,"
      The Loved, The Lost, The Dreaming
",Horror,397,2013,1102
4963,3.83,male,"Matthew Jobin
",3.79,"
      The Nethergrim
",Fantasy,368,2014,2935
4964,4.04,female,"Shelby Westland
",4.04,"
      The Legacy of Blood
",Fantasy,420,2013,1150
4966,4.03,female,"Anne Blankman
",4.06,"
      Prisoner of Night and Fog
",Historical,401,2014,3007
4967,3.96,female,"Daisy Prescott
",3.66,"
      Geoducks Are for Lovers
",Romance,274,2013,1151
4968,3.53,male,"Vicki L. Weavil
",3.52,"
      Crown of Ice
",Fantasy,242,2014,3111
4969,3.95,male,"John Dolan
",3.95,"
      Jim Fosse's Expense Claim
",Uncategorized,28,2012,1197
4970,3.71,male,"Amanda Sun
",3.98,"
      Rain
",Young,300,2014,3258
4971,4.19,male,"Christopher  Shields
",4.14,"
      The Changeling
",Fantasy,300,2012,1288
4972,3.72,female,"Natalie Whipple
",3.58,"
      House of Ivy & Sorrow
",Fantasy,360,2014,3502
4973,3.66,male,"Steve Bevil
",3.6,"
      The Legend of the Firewalker
",Fantasy,378,2013,1299
4974,3.95,female,"Helen  Bateman
",3.98,"
      Soul to Take
",Romance,124,2014,1300
4975,3.84,female,"Rin Chupeco
",3.77,"
      The Girl from the Well
",Horror,304,2014,4029
4976,4.24,male,"Matt Schiariti
",4.45,"
      Ghosts of Demons Past
",Horror,351,2013,1390
4977,4.47,male,"Shannon Messenger
",4.12,"
      Let the Storm Break
",Fantasy,400,2014,4163
4978,3.92,male,"William Ritter
",3.83,"
      Jackaby
",Fantasy,311,2014,4126
4980,4.44,male,"Deborah McClatchey
",4.27,"
      Bum Magnet
",Romance,152,1999,1498
4981,3.39,male,"Richard  Long
",3.39,"
      The Book of Paul
",Horror,488,2012,1540
4982,3.79,female,"Colleen Oakes
",3.66,"
      Queen of Hearts: The Crown
",Fantasy,222,2014,5540
4983,4.04,female,"Jennifer Donnelly
",3.83,"
      Deep Blue
",Fantasy,340,2014,5882
4986,3.79,female,"Jaye Robin Brown
",3.63,"
      No Place to Fall
",Young,368,2014,6330
4990,3.91,female,"Sherry Thomas
",4.14,"
      The Perilous Sea
",Fantasy,414,2014,7440
4991,4.32,male,"Christine Elaine Black
",4.28,"
      A Rose for Lancaster
",Historical,77,2013,1955
4992,3.95,female,"Huntley Fitzpatrick
",3.73,"
      What I Thought Was True
",Young,422,2014,8410
4994,4.03,male,"Jennifer Jaynes
",3.8,"
      Never Smile at Strangers
",Thriller,328,2011,2087
4995,3.91,female,"Amy Ewing
",3.87,"
      The Jewel
",Young,358,2014,9847
4996,4.01,female,"A.G. Howard
",4.24,"
      Unhinged
",Fantasy,387,2014,11509
4998,4.03,male,"Trish Marie Dawson
",4.01,"
      Dying To Forget
",Young,216,2010,2574
4999,4.07,female,"Lea Bronsen
",4.07,"
      Wild Hearted
",Uncategorized,309,2013,2775
5000,4.04,female,"Leslye Walton
",4.12,"
      The Strange and Beautiful Sorrows of Ava Lavender
",Young,301,2014,20234
5001,4.19,male,"Amber L.  Johnson
",4.22,"
      Beatless
",Young,245,2014,5192
5002,4.15,male,"Brett Arquette
",4.25,"
      Hail Strike (Hail #3)
",Adventure,371,2018,11000
5003,3.47,female,"Helen Argiro
",3.45,"
      Tales of Sex & Suburban Lunacy
",Romance,255,2013,993
5004,3.99,male,"Sahara Foley
",3.89,"
      The Secret of Excalibur
",Fantasy,281,2014,1037
5005,3.8,female,"Emi Gayle
",3.69,"
      After Dark
",Fantasy,344,2012,1054
5006,4.42,male,"Darlene Kuncytes
",4.15,"
      A Vampire's Saving Embrace
",Horror,167,2013,1082
5007,4.0,female,"Molle McGregor
",3.93,"
      Shadow's Passion
",Fantasy,178,2014,1098
5008,3.73,female,"Bobbi Romans
",3.7,"
      Swamp Magic
",Romance,166,2013,1194
5009,4.05,female,"Jessica James
",4.09,"
      Noble Cause
",Historical,384,2008,1195
5011,3.96,male,"Kaitlin Bevis
",3.86,"
      Persephone
",Fantasy,194,2012,1269
5012,4.3,female,"Susan Stoker
",3.88,"
      Outback Hearts
",Romance,166,2014,1284
5014,3.98,female,"C.S. Moore
",3.7,"
      Scars of the Earth
",Fantasy,233,2012,1295
5015,3.98,male,"Alannah Lynne
",3.89,"
      Saving Me
",Romance,182,2010,1295
5016,3.87,female,"Patricia H. Graham
",3.74,"
      Southern Mystical Moments
",Fantasy,138,2012,1334
5017,3.79,male,"Rochelle Maya Callen
",3.64,"
      Ashes and Ice
",Young,284,2012,1349
5019,3.97,female,"McKaylin L. Felton
",3.97,"
      Hardship & Devotion: ... Against All Odds, Can True Love Prevail?
",Romance,352,2012,1678
5020,4.04,male,"J.M. Schroder
",3.98,"
      Thunderstorm
",Fantasy,362,2012,1681
5021,4.16,male,"Lincoln Cole
",3.86,"
      Raven's Peak
",Horror,214,2016,1796
5022,3.74,female,"Megan S. Johnston
",3.71,"
      TRANSITION, The Chimera Hunters Series
",Romance,145,nan,1869
5023,3.93,male,"Simon W. Clark
",3.93,"
      The Book of Occult
",Horror,336,2013,1900
5025,3.74,female,"Katie Hayoz
",4.04,"
      Untethered
",Fantasy,340,2013,2192
5026,4.21,female,"Lucy Pireel
",3.85,"
      Red Gone Bad
",Fantasy,51,2012,2335
5027,4.16,female,"Kenra Daniels
",4.1,"
      Safe Heart
",Horror,313,2012,2383
5028,4.32,female,"Jennifer Adele
",4.22,"
      The Haunting of Willow Tree Court
",Horror,384,2012,2433
5029,3.98,female,"Debbie   White
",3.84,"
      The Salty Dog
",Romance,210,2013,2521
5031,4.15,female,"Harmony Lawson
",4.19,"
      Apocalypse of Angels: Seeing Angels
",Fantasy,356,2013,2549
5032,4.3,male,"Christine James
",4.14,"
      Risen
",Fantasy,190,2011,2588
5034,3.32,female,"K.C. Hilton
",3.13,"
      My Name Is Rapunzel
",Romance,322,2013,2977
5035,4.23,male,"P.J. Fiala
",3.95,"
      Dog Days of Summer
",Romance,352,2014,3106
5037,4.11,male,"Genevieve Dewey
",4.22,"
      First I Love You
",Romance,300,2012,5931
5038,3.91,male,"Arthur Crandon
",3.92,"
      Deadly Election
",Thriller,278,2012,8444
5043,3.87,male,"E.M. Forster
",3.9,"
      A Room with a View
",Classics,119,1908,2984
5047,3.92,female,"Laura Esquivel
",3.94,"
      Like Water for Chocolate
",Uncategorized,224,1989,3825
5051,3.93,male,"Ira Levin
",3.74,"
      The Stepford Wives
",Horror,144,1972,4600
5076,4.25,male,"Mikhail Bulgakov
",4.31,"
      The Master and Margarita
",Uncategorized,373,1967,3344
5079,3.71,male,"Denis Diderot
",3.84,"
      Jacques the Fatalist
",Classics,304,1785,3556
5081,4.05,male,"Aesop
",4.05,"
      Aesop's Fables
",Classics,269,-560,3578
5084,3.72,male,"Jack Kerouac
",3.63,"
      On the Road
",Classics,307,1955,4044
5085,3.86,male,"Ralph Ellison
",3.85,"
      Invisible Man
",Classics,581,1952,4137
5089,4.12,male,"Nikos Kazantzakis
",4.08,"
      Zorba the Greek
",Uncategorized,335,1946,6339
5092,3.8,male,"Johann Wolfgang von Goethe
",3.65,"
      The Sorrows of Young Werther
",Classics,149,1774,11787
5093,3.77,male,"Voltaire
",3.76,"
      Candide
",Classics,129,1759,13942
5094,4.01,male,"Milan Kundera
",4.09,"
      The Unbearable Lightness of Being
",Uncategorized,320,1984,16028
5095,4.01,male,"Marianne Curley
",3.93,"
      Old Magic
",Fantasy,317,2000,1900
5096,3.83,female,"Mary Jane Auch
",3.99,"
      Ashes of Roses
",Historical,250,2002,1938
5097,3.62,female,"Tracy Barrett
",3.66,"
      Anna of Byzantium
",Historical,211,1999,1981
5098,4.21,male,"L.A. Meyer
",4.25,"
      My Bonny Light Horseman: Being an Account of the Further Adventures of Jacky Faber, in Love and War
",Historical,436,2008,1988
5099,4.4,male,"Kimberly Brubaker Bradley
",3.73,"
      The Lacemaker and the Princess
",Historical,208,2007,2024
5100,3.68,female,"Caroline B. Cooney
",3.9,"
      Goddess of Yesterday
",Historical,263,2002,2189
5101,3.8,female,"Suzanne Fisher Staples
",3.77,"
      Shabanu: Daughter of the Wind
",Young,240,1989,2225
5102,3.46,male,"Julie Hearn
",3.55,"
      The Minister's Daughter
",Historical,272,2005,2354
5103,3.96,female,"Mary Pope Osborne
",3.99,"
      Standing in the Light: The Captive Diary of Catharine Carey Logan, Delaware Valley, Pennsylvania, 1763
",Historical,184,1998,2424
5104,3.65,female,"Adèle Geras
",3.7,"
      Troy
",Historical,358,2000,2448
5105,4.39,male,"Rebecca Nolen
",4.37,"
      The Dry
",Fantasy,252,2013,2812
5106,3.8,female,"Esther M. Friesner
",3.96,"
      Sphinx's Princess
",Historical,370,2009,2966
5107,3.87,female,"Martine Leavitt
",3.88,"
      Keturah and Lord Death
",Fantasy,216,2006,2977
5108,3.77,female,"Carolyn Meyer
",3.78,"
      Patience, Princess Catherine
",Historical,208,2004,2992
5109,3.67,female,"Donna Jo Napoli
",3.7,"
      Daughter of Venice
",Historical,288,2001,3085
5110,3.81,female,"Sally Gardner
",3.81,"
      I, Coriander
",Fantasy,275,2005,3257
5111,3.73,female,"Anne Osterlund
",3.63,"
      Aurelia
",Young,246,2008,3260
5112,3.44,male,"James Lincoln Collier
",3.4,"
      My Brother Sam Is Dead
",Historical,240,1974,3840
5113,3.93,female,"Eva Ibbotson
",3.8,"
      A Song for Summer
",Historical,397,1997,3916
5114,4.02,female,"Kirby Larson
",3.98,"
      Hattie Big Sky
",Historical,289,2006,4345
5115,4.0,female,"Kathryn Lasky
",3.92,"
      Elizabeth I: Red Rose of the House of Tudor, England, 1544
",Historical,238,1999,6569
5116,3.69,female,"Celia Rees
",3.79,"
      Witch Child
",Historical,240,2000,6677
5117,3.99,female,"Eloise Jarvis McGraw
",4.23,"
      Mara, Daughter of the Nile
",Historical,279,1953,6876
5118,4.17,female,"Abby Fabiaschi
",4.17,"
      I Liked My Life
",Uncategorized,272,2017,2254
5119,3.78,female,"Jenni L. Walsh
",3.68,"
      Becoming Bonnie
",Historical,320,2017,2358
5120,4.25,male,"T.M.  Lakomy
",4.25,"
      The Shadow Crucible
",Fantasy,368,2017,2398
5121,3.84,female,"Lisa Duffy
",3.84,"
      The Salt House
",Uncategorized,304,2017,2444
5122,3.72,male,"Mary Ann Marlowe
",3.77,"
      Some Kind of Magic
",Romance,304,2017,2612
5123,3.86,female,"Cass Morris
",3.85,"
      From Unseen Fire
",Fantasy,390,2018,3027
5124,3.64,female,"Kathleen  Barber
",3.64,"
      Are You Sleeping
",Thriller,326,2017,2899
5126,3.94,male,"Mindy McGinnis
",3.23,"
      Given to the Sea
",Fantasy,352,2017,3206
5127,4.21,female,"Shelly Laurenston
",4.27,"
      The Unyielding
",Romance,400,2017,3422
5128,3.87,female,"Sierra Abrams
",3.87,"
      The Color Project
",Contemporary,464,2017,3609
5129,4.09,female,"Crystal King
",4.08,"
      Feast of Sorrow: A Novel of Ancient Rome
",Historical,416,2017,4138
5130,3.55,female,"Jessica Strawser
",3.57,"
      Almost Missed You
",Uncategorized,304,2017,4290
5131,4.04,male,"Rachel E. Carter
",4.24,"
      Last Stand
",Fantasy,452,2017,4347
5132,3.88,male,"Samantha Shannon
",4.15,"
      The Song Rising
",Fantasy,384,2017,4451
5133,3.82,male,"Roshani Chokshi
",4.16,"
      A Crown of Wishes
",Fantasy,369,2017,4504
5134,3.96,female,"Elly Blake
",3.88,"
      Frostblood
",Fantasy,376,2017,5088
5135,3.6,female,"S. Jae-Jones
",3.58,"
      Wintersong
",Fantasy,436,2017,5478
5136,4.08,female,"Morgan Rhodes
",4.18,"
      Immortal Reign
",Fantasy,391,2018,5813
5137,4.05,female,"Amanda Bouchet
",4.11,"
      Breath of Fire
",Fantasy,432,2017,6001
5140,3.78,male,"Megan McCafferty
",3.94,"
      Sloppy Firsts
",Young,298,2001,1962
5142,4.05,female,"Melina Marchetta
",4.13,"
      On the Jellicoe Road
",Young,290,2006,2248
5143,4.05,male,"Anthony Horowitz
",3.9,"
      Raven's Gate
",Fantasy,270,2005,2367
5144,4.13,female,"Wendy Mass
",4.21,"
      A Mango-Shaped Space
",Young,221,2005,2450
5145,4.06,male,"Brian Jacques
",4.12,"
      Redwall
",Fantasy,352,1986,3265
5146,4.31,male,"Eric A. Shelman
",4.66,"
      The Road To California
",Horror,450,2013,2297
5147,3.9,male,"Craig DiLouie
",3.8,"
      Tooth and Nail
",Horror,247,2010,2303
5148,4.25,male,"John       O'Brien
",4.41,"
      Conspiracy
",Horror,256,2013,2348
5149,3.93,male,"Colson Whitehead
",3.26,"
      Zone One
",Uncategorized,259,2010,2353
5150,4.25,male,"W.J. Lundy
",3.93,"
      Escaping the Dead
",Horror,78,2013,2363
